count,loadPlace,loadPlaceLongitude,loadPlaceLatitude,unloadPlace,unloadPlaceLongitude,unloadPlaceLatitude
9994,load,110.4542527,35.4679762,unload,113.5986308,24.80419161
9995,load,112.3686636,24.77428179,unload,109.3209259,36.86052623
9996,load,126.5294839,43.85026732,unload,114.2982025,30.58193038
9997,load,113.1031943,28.26772783,unload,106.2262407,38.48521073
9998,load,122.0601458,46.06131773,unload,119.3638272,41.20031494
9999,load,114.8689562,40.82680705,unload,112.5276259,32.98104947
10000,load,115.9492956,29.63386185,unload,125.1173096,46.57976354
10001,load,104.6541889,34.99974378,unload,119.1518775,36.71034857
10002,load,122.0601458,46.06131773,unload,110.4891201,38.01908765
10003,load,107.0364266,33.06829125,unload,121.4677029,31.25742386
10004,load,102.8258305,24.79410404,unload,114.505457,38.02968504
10005,load,106.2262407,38.48521073,unload,100.4607697,38.93082779
10006,load,117.112548,36.69780214,unload,107.2505727,34.36920541
10007,load,112.4178074,34.64612258,unload,123.4545661,41.67370405
10008,load,111.1150855,38.46758627,unload,112.5276259,32.98104947
10009,load,103.8212157,36.05611241,unload,109.425528,24.33477969
10010,load,121.4677029,31.25742386,unload,114.3610457,34.79438197
10011,load,119.1518775,36.71034857,unload,123.4545661,41.67370405
10012,load,125.1173096,46.57976354,unload,112.5276259,32.98104947
10013,load,110.4542527,35.4679762,unload,114.4769042,36.07897039
10014,load,117.9658377,40.9596313,unload,114.8689562,40.82680705
10015,load,113.1151548,36.1854054,unload,128.8648657,47.72975322
10016,load,120.3818446,36.04723373,unload,117.958819,28.46469686
10017,load,114.4845915,36.57773729,unload,122.3014719,43.61220644
10018,load,110.4542527,35.4679762,unload,109.425528,24.33477969
10019,load,114.4845915,36.57773729,unload,123.4545661,41.67370405
10020,load,108.9497393,34.90253113,unload,122.1279587,37.51601718
10021,load,107.2505727,34.36920541,unload,114.2982025,30.58193038
10022,load,109.7272543,38.24476095,unload,123.4545661,41.67370405
10023,load,117.112548,36.69780214,unload,100.2780414,25.60889141
10024,load,108.9097751,34.34643312,unload,117.958819,28.46469686
10025,load,119.1518775,36.71034857,unload,117.2004028,39.08080919
10026,load,108.3937832,30.79162185,unload,106.2262407,38.48521073
10027,load,114.505457,38.02968504,unload,108.3937832,30.79162185
10028,load,104.0777613,30.68036264,unload,112.5276259,32.98104947
10029,load,113.1264112,23.0172855,unload,115.9492956,29.63386185
10030,load,130.3638882,46.81701402,unload,106.2262407,38.48521073
10031,load,107.2505727,34.36920541,unload,111.791842,38.0590902
10032,load,112.6964718,36.75831427,unload,119.3638272,41.20031494
10033,load,113.1151548,36.1854054,unload,117.9658377,36.81592145
10034,load,104.0777613,30.68036264,unload,115.4982162,38.86736886
10035,load,117.2004028,39.08080919,unload,130.3638882,46.81701402
10036,load,117.9658377,36.81592145,unload,119.5834642,39.9070662
10037,load,118.7872801,32.0550539,unload,130.9788717,45.32383948
10038,load,114.5098497,37.06673118,unload,123.4545661,41.67370405
10039,load,106.557435,29.5675787,unload,114.8689562,40.82680705
10040,load,112.741772,38.41275095,unload,117.958819,28.46469686
10041,load,119.3638272,41.20031494,unload,118.7872801,32.0550539
10042,load,125.1842074,42.85210756,unload,115.4982162,38.86736886
10043,load,116.7142094,23.32089057,unload,110.4542527,35.4679762
10044,load,112.5276259,32.98104947,unload,109.3209259,36.86052623
10045,load,113.2985517,40.08311203,unload,102.8258305,24.79410404
10046,load,103.8212157,36.05611241,unload,112.3686636,24.77428179
10047,load,104.0777613,30.68036264,unload,111.1150855,38.46758627
10048,load,113.1264112,23.0172855,unload,113.1031943,28.26772783
10049,load,111.1150855,38.46758627,unload,112.5408041,37.872297
10050,load,103.7156984,27.34318152,unload,121.4677029,31.25742386
10051,load,114.5098497,37.06673118,unload,112.6964718,36.75831427
10052,load,109.7272543,38.24476095,unload,125.1173096,46.57976354
10053,load,113.2985517,40.08311203,unload,111.3149552,30.67834977
10054,load,100.4607697,38.93082779,unload,113.1031943,28.26772783
10055,load,110.2132926,22.63358317,unload,117.9658377,40.9596313
10056,load,102.8258305,24.79410404,unload,109.8392692,40.65207072
10057,load,122.3014719,43.61220644,unload,114.505457,38.02968504
10058,load,108.8047789,37.58632226,unload,107.2505727,34.36920541
10059,load,113.5986308,24.80419161,unload,115.9492956,29.63386185
10060,load,108.9097751,34.34643312,unload,106.6361382,26.65407788
10061,load,100.4607697,38.93082779,unload,120.3818446,36.04723373
10062,load,114.2982025,30.58193038,unload,122.3014719,43.61220644
10063,load,113.1031943,28.26772783,unload,130.3638882,46.81701402
10064,load,100.2780414,25.60889141,unload,123.4545661,41.67370405
10065,load,109.3209259,36.86052623,unload,111.5194921,36.07985794
10066,load,117.9658377,36.81592145,unload,108.3419855,22.82535865
10067,load,100.4607697,38.93082779,unload,114.4845915,36.57773729
10068,load,116.7172015,39.51423016,unload,120.3818446,36.04723373
10069,load,119.5834642,39.9070662,unload,108.9497393,34.90253113
10070,load,114.3610457,34.79438197,unload,122.3014719,43.61220644
10071,load,113.5986308,24.80419161,unload,130.9788717,45.32383948
10072,load,110.4891201,38.01908765,unload,100.2780414,25.60889141
10073,load,109.425528,24.33477969,unload,119.3638272,41.20031494
10074,load,114.9175509,25.80912999,unload,115.9492956,29.63386185
10075,load,106.557435,29.5675787,unload,108.9497393,34.90253113
10076,load,116.7142094,23.32089057,unload,111.6721398,40.82992317
10077,load,111.6721398,40.82992317,unload,111.791842,38.0590902
10078,load,108.9097751,34.34643312,unload,117.112548,36.69780214
10079,load,112.6964718,36.75831427,unload,113.2985517,40.08311203
10080,load,111.6721398,40.82992317,unload,126.5843932,45.77814066
10081,load,116.7172015,39.51423016,unload,122.1279587,37.51601718
10082,load,113.1031943,28.26772783,unload,115.9492956,29.63386185
10083,load,126.5294839,43.85026732,unload,103.7156984,27.34318152
10084,load,118.7872801,32.0550539,unload,122.1279587,37.51601718
10085,load,117.9658377,40.9596313,unload,106.2262407,38.48521073
10086,load,110.4542527,35.4679762,unload,111.5194921,36.07985794
10087,load,122.0601458,46.06131773,unload,114.4769042,36.07897039
10088,load,126.5843932,45.77814066,unload,120.3818446,36.04723373
10089,load,114.5098497,37.06673118,unload,106.6361382,26.65407788
10090,load,112.5408041,37.872297,unload,102.8258305,24.79410404
10091,load,114.4845915,36.57773729,unload,112.5276259,32.98104947
10092,load,100.4607697,38.93082779,unload,109.7272543,38.24476095
10093,load,122.9895763,41.12321835,unload,125.1173096,46.57976354
10094,load,121.4677029,31.25742386,unload,103.8212157,36.05611241
10095,load,110.4891201,38.01908765,unload,113.5986308,24.80419161
10096,load,119.5834642,39.9070662,unload,107.2505727,34.36920541
10097,load,108.9097751,34.34643312,unload,106.2262407,38.48521073
10098,load,114.8689562,40.82680705,unload,126.5843932,45.77814066
10099,load,113.5986308,24.80419161,unload,112.3686636,24.77428179
10100,load,106.557435,29.5675787,unload,113.1031943,28.26772783
10101,load,114.4769042,36.07897039,unload,104.6541889,34.99974378
10102,load,105.9000798,36.97905266,unload,111.791842,38.0590902
10103,load,122.3014719,43.61220644,unload,113.1264112,23.0172855
10104,load,114.2982025,30.58193038,unload,110.4542527,35.4679762
10105,load,113.5986308,24.80419161,unload,108.3937832,30.79162185
10106,load,107.0364266,33.06829125,unload,108.3419855,22.82535865
10107,load,102.8258305,24.79410404,unload,123.4545661,41.67370405
10108,load,114.3610457,34.79438197,unload,116.7142094,23.32089057
10109,load,103.8212157,36.05611241,unload,114.9175509,25.80912999
10110,load,117.9658377,36.81592145,unload,126.5294839,43.85026732
10111,load,119.5834642,39.9070662,unload,111.5194921,36.07985794
10112,load,116.7172015,39.51423016,unload,114.9175509,25.80912999
10113,load,112.741772,38.41275095,unload,108.3419855,22.82535865
10114,load,110.2132926,22.63358317,unload,126.5843932,45.77814066
10115,load,117.958819,28.46469686,unload,105.9000798,36.97905266
10116,load,109.3209259,36.86052623,unload,119.3638272,41.20031494
10117,load,123.4545661,41.67370405,unload,102.8258305,24.79410404
10118,load,122.3014719,43.61220644,unload,125.3656824,41.26968622
10119,load,107.0364266,33.06829125,unload,120.3818446,36.04723373
10120,load,103.8212157,36.05611241,unload,117.2004028,39.08080919
10121,load,112.741772,38.41275095,unload,116.9478203,33.64639431
10122,load,114.4769042,36.07897039,unload,117.9658377,40.9596313
10123,load,115.4982162,38.86736886,unload,122.1279587,37.51601718
10124,load,119.3638272,41.20031494,unload,129.6253588,44.53274667
10125,load,129.6253588,44.53274667,unload,121.4677029,31.25742386
10126,load,104.0777613,30.68036264,unload,116.7142094,23.32089057
10127,load,114.4769042,36.07897039,unload,122.1279587,37.51601718
10128,load,111.791842,38.0590902,unload,130.3638882,46.81701402
10129,load,125.1173096,46.57976354,unload,110.4891201,38.01908765
10130,load,108.3937832,30.79162185,unload,107.0428607,27.72844005
10131,load,111.791842,38.0590902,unload,128.8648657,47.72975322
10132,load,112.741772,38.41275095,unload,105.7169574,34.56884132
10133,load,107.0364266,33.06829125,unload,111.6721398,40.82992317
10134,load,114.2982025,30.58193038,unload,113.1031943,28.26772783
10135,load,113.1031943,28.26772783,unload,121.4677029,31.25742386
10136,load,129.6253588,44.53274667,unload,123.8938401,47.3261796
10137,load,108.9097751,34.34643312,unload,112.741772,38.41275095
10138,load,100.4607697,38.93082779,unload,123.4545661,41.67370405
10139,load,108.9497393,34.90253113,unload,111.791842,38.0590902
10140,load,125.3656824,41.26968622,unload,111.791842,38.0590902
10141,load,111.6721398,40.82992317,unload,106.6361382,26.65407788
10142,load,122.0601458,46.06131773,unload,113.5986308,24.80419161
10143,load,109.8392692,40.65207072,unload,112.3686636,24.77428179
10144,load,109.8392692,40.65207072,unload,107.2505727,34.36920541
10145,load,112.5408041,37.872297,unload,105.9000798,36.97905266
10146,load,111.5194921,36.07985794,unload,113.5986308,24.80419161
10147,load,106.2262407,38.48521073,unload,103.8212157,36.05611241
10148,load,119.1518775,36.71034857,unload,102.8258305,24.79410404
10149,load,130.9788717,45.32383948,unload,121.1483777,41.07625459
10150,load,128.8648657,47.72975322,unload,115.9492956,29.63386185
10151,load,126.5294839,43.85026732,unload,113.5986308,24.80419161
10152,load,117.112548,36.69780214,unload,119.3638272,41.20031494
10153,load,104.6541889,34.99974378,unload,122.1279587,37.51601718
10154,load,111.1150855,38.46758627,unload,116.7172015,39.51423016
10155,load,109.8392692,40.65207072,unload,109.425528,24.33477969
10156,load,112.3686636,24.77428179,unload,107.0364266,33.06829125
10157,load,115.9492956,29.63386185,unload,108.3419855,22.82535865
10158,load,115.9492956,29.63386185,unload,113.5986308,24.80419161
10159,load,117.9658377,36.81592145,unload,117.2004028,39.08080919
10160,load,114.9175509,25.80912999,unload,125.1842074,42.85210756
10161,load,112.741772,38.41275095,unload,107.2505727,34.36920541
10162,load,112.4178074,34.64612258,unload,117.112548,36.69780214
10163,load,130.3638882,46.81701402,unload,114.2982025,30.58193038
10164,load,109.8392692,40.65207072,unload,111.791842,38.0590902
10165,load,120.3818446,36.04723373,unload,112.3686636,24.77428179
10166,load,119.3638272,41.20031494,unload,122.1279587,37.51601718
10167,load,109.7272543,38.24476095,unload,106.557435,29.5675787
10168,load,111.1150855,38.46758627,unload,106.2262407,38.48521073
10169,load,114.505457,38.02968504,unload,122.9895763,41.12321835
10170,load,122.1279587,37.51601718,unload,113.2985517,40.08311203
10171,load,112.741772,38.41275095,unload,104.0777613,30.68036264
10172,load,116.7172015,39.51423016,unload,114.2982025,30.58193038
10173,load,114.3610457,34.79438197,unload,114.505457,38.02968504
10174,load,111.5194921,36.07985794,unload,130.3638882,46.81701402
10175,load,110.2132926,22.63358317,unload,119.3638272,41.20031494
10176,load,119.1518775,36.71034857,unload,106.6361382,26.65407788
10177,load,129.6253588,44.53274667,unload,114.505457,38.02968504
10178,load,103.7156984,27.34318152,unload,118.7872801,32.0550539
10179,load,122.0601458,46.06131773,unload,113.5986308,24.80419161
10180,load,111.3149552,30.67834977,unload,112.5276259,32.98104947
10181,load,117.9658377,40.9596313,unload,114.9175509,25.80912999
10182,load,117.9658377,36.81592145,unload,119.5834642,39.9070662
10183,load,111.791842,38.0590902,unload,130.3638882,46.81701402
10184,load,118.7872801,32.0550539,unload,114.505457,38.02968504
10185,load,108.3937832,30.79162185,unload,110.4891201,38.01908765
10186,load,117.958819,28.46469686,unload,126.5843932,45.77814066
10187,load,108.3937832,30.79162185,unload,104.6541889,34.99974378
10188,load,116.7142094,23.32089057,unload,113.1264112,23.0172855
10189,load,119.5834642,39.9070662,unload,112.741772,38.41275095
10190,load,108.9497393,34.90253113,unload,118.7872801,32.0550539
10191,load,114.5098497,37.06673118,unload,114.505457,38.02968504
10192,load,114.2982025,30.58193038,unload,106.557435,29.5675787
10193,load,108.9097751,34.34643312,unload,114.8689562,40.82680705
10194,load,106.2262407,38.48521073,unload,125.3656824,41.26968622
10195,load,111.5194921,36.07985794,unload,119.5834642,39.9070662
10196,load,114.4845915,36.57773729,unload,107.0428607,27.72844005
10197,load,112.3686636,24.77428179,unload,111.791842,38.0590902
10198,load,111.791842,38.0590902,unload,116.7142094,23.32089057
10199,load,113.2985517,40.08311203,unload,120.3818446,36.04723373
10200,load,109.425528,24.33477969,unload,106.2262407,38.48521073
10201,load,130.3638882,46.81701402,unload,112.5408041,37.872297
10202,load,125.3656824,41.26968622,unload,119.5834642,39.9070662
10203,load,108.8047789,37.58632226,unload,125.3656824,41.26968622
10204,load,109.3209259,36.86052623,unload,114.9175509,25.80912999
10205,load,130.9788717,45.32383948,unload,117.9658377,36.81592145
10206,load,111.1150855,38.46758627,unload,115.4982162,38.86736886
10207,load,122.1279587,37.51601718,unload,125.3656824,41.26968622
10208,load,116.9478203,33.64639431,unload,113.1264112,23.0172855
10209,load,108.3937832,30.79162185,unload,103.7156984,27.34318152
10210,load,109.8392692,40.65207072,unload,120.3818446,36.04723373
10211,load,130.3638882,46.81701402,unload,112.5408041,37.872297
10212,load,109.8392692,40.65207072,unload,108.3937832,30.79162185
10213,load,126.5294839,43.85026732,unload,113.1264112,23.0172855
10214,load,114.4769042,36.07897039,unload,118.7872801,32.0550539
10215,load,105.9000798,36.97905266,unload,122.0601458,46.06131773
10216,load,112.741772,38.41275095,unload,117.958819,28.46469686
10217,load,111.3149552,30.67834977,unload,112.5408041,37.872297
10218,load,104.0777613,30.68036264,unload,113.5986308,24.80419161
10219,load,119.3638272,41.20031494,unload,108.9097751,34.34643312
10220,load,113.2985517,40.08311203,unload,111.791842,38.0590902
10221,load,108.9097751,34.34643312,unload,116.7172015,39.51423016
10222,load,109.3209259,36.86052623,unload,110.4542527,35.4679762
10223,load,121.4677029,31.25742386,unload,113.2985517,40.08311203
10224,load,130.9788717,45.32383948,unload,108.3419855,22.82535865
10225,load,109.8392692,40.65207072,unload,123.4545661,41.67370405
10226,load,110.4542527,35.4679762,unload,112.5408041,37.872297
10227,load,113.1264112,23.0172855,unload,126.5843932,45.77814066
10228,load,125.1842074,42.85210756,unload,104.6541889,34.99974378
10229,load,116.9478203,33.64639431,unload,116.7142094,23.32089057
10230,load,100.2780414,25.60889141,unload,107.0428607,27.72844005
10231,load,113.1151548,36.1854054,unload,110.4542527,35.4679762
10232,load,115.9492956,29.63386185,unload,106.2262407,38.48521073
10233,load,117.9658377,40.9596313,unload,105.9000798,36.97905266
10234,load,109.3209259,36.86052623,unload,117.112548,36.69780214
10235,load,119.1518775,36.71034857,unload,122.3014719,43.61220644
10236,load,125.3656824,41.26968622,unload,106.2262407,38.48521073
10237,load,123.4545661,41.67370405,unload,114.3610457,34.79438197
10238,load,106.2262407,38.48521073,unload,111.5194921,36.07985794
10239,load,114.9175509,25.80912999,unload,108.3937832,30.79162185
10240,load,108.8047789,37.58632226,unload,116.9478203,33.64639431
10241,load,102.8258305,24.79410404,unload,104.0777613,30.68036264
10242,load,113.1031943,28.26772783,unload,114.4845915,36.57773729
10243,load,109.7272543,38.24476095,unload,117.9658377,40.9596313
10244,load,130.3638882,46.81701402,unload,103.8212157,36.05611241
10245,load,114.8689562,40.82680705,unload,117.2004028,39.08080919
10246,load,112.5408041,37.872297,unload,117.9658377,40.9596313
10247,load,117.2004028,39.08080919,unload,112.5276259,32.98104947
10248,load,105.9000798,36.97905266,unload,122.0601458,46.06131773
10249,load,105.7169574,34.56884132,unload,125.1842074,42.85210756
10250,load,104.6541889,34.99974378,unload,109.8392692,40.65207072
10251,load,114.505457,38.02968504,unload,110.4542527,35.4679762
10252,load,120.3818446,36.04723373,unload,125.1842074,42.85210756
10253,load,106.2262407,38.48521073,unload,121.4677029,31.25742386
10254,load,114.505457,38.02968504,unload,105.7169574,34.56884132
10255,load,108.3419855,22.82535865,unload,109.425528,24.33477969
10256,load,114.9175509,25.80912999,unload,122.1279587,37.51601718
10257,load,121.1483777,41.07625459,unload,115.4982162,38.86736886
10258,load,112.3686636,24.77428179,unload,114.5098497,37.06673118
10259,load,108.3419855,22.82535865,unload,116.7172015,39.51423016
10260,load,126.5294839,43.85026732,unload,113.5986308,24.80419161
10261,load,113.1151548,36.1854054,unload,110.2001424,25.2220507
10262,load,107.2505727,34.36920541,unload,111.791842,38.0590902
10263,load,100.4607697,38.93082779,unload,112.3686636,24.77428179
10264,load,100.2780414,25.60889141,unload,125.1173096,46.57976354
10265,load,111.3149552,30.67834977,unload,130.3638882,46.81701402
10266,load,111.791842,38.0590902,unload,117.958819,28.46469686
10267,load,108.8047789,37.58632226,unload,115.4982162,38.86736886
10268,load,125.3656824,41.26968622,unload,107.2505727,34.36920541
10269,load,105.9000798,36.97905266,unload,123.8938401,47.3261796
10270,load,107.0364266,33.06829125,unload,105.9000798,36.97905266
10271,load,109.425528,24.33477969,unload,109.7272543,38.24476095
10272,load,115.9492956,29.63386185,unload,114.505457,38.02968504
10273,load,114.9175509,25.80912999,unload,107.0428607,27.72844005
10274,load,118.7872801,32.0550539,unload,122.0601458,46.06131773
10275,load,119.3638272,41.20031494,unload,114.4845915,36.57773729
10276,load,104.6541889,34.99974378,unload,103.8212157,36.05611241
10277,load,107.2505727,34.36920541,unload,103.7156984,27.34318152
10278,load,106.557435,29.5675787,unload,112.741772,38.41275095
10279,load,122.1279587,37.51601718,unload,109.7272543,38.24476095
10280,load,121.4677029,31.25742386,unload,123.8938401,47.3261796
10281,load,117.2004028,39.08080919,unload,121.4677029,31.25742386
10282,load,125.3656824,41.26968622,unload,122.3014719,43.61220644
10283,load,104.6541889,34.99974378,unload,122.1279587,37.51601718
10284,load,106.2262407,38.48521073,unload,108.3937832,30.79162185
10285,load,122.3014719,43.61220644,unload,112.741772,38.41275095
10286,load,115.9492956,29.63386185,unload,110.4891201,38.01908765
10287,load,114.8689562,40.82680705,unload,110.4542527,35.4679762
10288,load,117.9658377,40.9596313,unload,106.2262407,38.48521073
10289,load,114.505457,38.02968504,unload,122.1279587,37.51601718
10290,load,123.4545661,41.67370405,unload,126.5843932,45.77814066
10291,load,113.1031943,28.26772783,unload,117.2004028,39.08080919
10292,load,114.2982025,30.58193038,unload,121.1483777,41.07625459
10293,load,117.2004028,39.08080919,unload,106.6361382,26.65407788
10294,load,108.9097751,34.34643312,unload,114.8689562,40.82680705
10295,load,122.9895763,41.12321835,unload,109.8392692,40.65207072
10296,load,122.9895763,41.12321835,unload,111.5194921,36.07985794
10297,load,116.7142094,23.32089057,unload,117.9658377,36.81592145
10298,load,126.5294839,43.85026732,unload,109.3209259,36.86052623
10299,load,111.6721398,40.82992317,unload,112.5276259,32.98104947
10300,load,112.5276259,32.98104947,unload,114.8689562,40.82680705
10301,load,116.9478203,33.64639431,unload,114.4845915,36.57773729
10302,load,114.2982025,30.58193038,unload,111.1150855,38.46758627
10303,load,113.2985517,40.08311203,unload,112.3686636,24.77428179
10304,load,108.3419855,22.82535865,unload,111.1150855,38.46758627
10305,load,114.8689562,40.82680705,unload,122.1279587,37.51601718
10306,load,114.9175509,25.80912999,unload,112.5408041,37.872297
10307,load,122.3014719,43.61220644,unload,119.5834642,39.9070662
10308,load,108.3419855,22.82535865,unload,119.3638272,41.20031494
10309,load,106.2262407,38.48521073,unload,116.9478203,33.64639431
10310,load,106.2262407,38.48521073,unload,125.1842074,42.85210756
10311,load,114.9175509,25.80912999,unload,110.2132926,22.63358317
10312,load,112.5276259,32.98104947,unload,115.9492956,29.63386185
10313,load,121.4677029,31.25742386,unload,123.8938401,47.3261796
10314,load,106.557435,29.5675787,unload,125.3656824,41.26968622
10315,load,114.3610457,34.79438197,unload,115.9492956,29.63386185
10316,load,112.6964718,36.75831427,unload,120.3818446,36.04723373
10317,load,114.8689562,40.82680705,unload,125.1173096,46.57976354
10318,load,111.1150855,38.46758627,unload,112.5408041,37.872297
10319,load,112.6964718,36.75831427,unload,103.8212157,36.05611241
10320,load,105.9000798,36.97905266,unload,106.6361382,26.65407788
10321,load,114.3610457,34.79438197,unload,114.5098497,37.06673118
10322,load,110.2132926,22.63358317,unload,120.3818446,36.04723373
10323,load,113.2985517,40.08311203,unload,123.8938401,47.3261796
10324,load,108.9097751,34.34643312,unload,125.1173096,46.57976354
10325,load,104.6541889,34.99974378,unload,116.9478203,33.64639431
10326,load,113.2985517,40.08311203,unload,128.8648657,47.72975322
10327,load,112.741772,38.41275095,unload,125.1842074,42.85210756
10328,load,107.2505727,34.36920541,unload,114.505457,38.02968504
10329,load,113.2985517,40.08311203,unload,110.4542527,35.4679762
10330,load,111.6721398,40.82992317,unload,109.7272543,38.24476095
10331,load,110.2132926,22.63358317,unload,107.0364266,33.06829125
10332,load,130.3638882,46.81701402,unload,128.8648657,47.72975322
10333,load,115.9492956,29.63386185,unload,113.2985517,40.08311203
10334,load,116.9478203,33.64639431,unload,115.4982162,38.86736886
10335,load,105.9000798,36.97905266,unload,108.3419855,22.82535865
10336,load,130.3638882,46.81701402,unload,112.6964718,36.75831427
10337,load,111.5194921,36.07985794,unload,111.1150855,38.46758627
10338,load,114.2982025,30.58193038,unload,121.4677029,31.25742386
10339,load,105.9000798,36.97905266,unload,114.2982025,30.58193038
10340,load,122.0601458,46.06131773,unload,111.5194921,36.07985794
10341,load,114.2982025,30.58193038,unload,110.4891201,38.01908765
10342,load,116.9478203,33.64639431,unload,107.0364266,33.06829125
10343,load,114.2982025,30.58193038,unload,130.3638882,46.81701402
10344,load,123.8938401,47.3261796,unload,105.9000798,36.97905266
10345,load,119.3638272,41.20031494,unload,125.1173096,46.57976354
10346,load,104.0777613,30.68036264,unload,113.1151548,36.1854054
10347,load,103.8212157,36.05611241,unload,125.3656824,41.26968622
10348,load,114.2982025,30.58193038,unload,116.7172015,39.51423016
10349,load,112.6964718,36.75831427,unload,110.2001424,25.2220507
10350,load,125.1173096,46.57976354,unload,113.1151548,36.1854054
10351,load,118.7872801,32.0550539,unload,108.9497393,34.90253113
10352,load,120.3818446,36.04723373,unload,103.8212157,36.05611241
10353,load,123.4545661,41.67370405,unload,103.8212157,36.05611241
10354,load,114.9175509,25.80912999,unload,111.5194921,36.07985794
10355,load,120.3818446,36.04723373,unload,112.4178074,34.64612258
10356,load,115.9492956,29.63386185,unload,111.5194921,36.07985794
10357,load,119.3638272,41.20031494,unload,130.3638882,46.81701402
10358,load,114.3610457,34.79438197,unload,126.5843932,45.77814066
10359,load,123.4545661,41.67370405,unload,116.7142094,23.32089057
10360,load,114.9175509,25.80912999,unload,108.8047789,37.58632226
10361,load,117.112548,36.69780214,unload,110.2001424,25.2220507
10362,load,114.3610457,34.79438197,unload,125.1842074,42.85210756
10363,load,130.3638882,46.81701402,unload,122.1279587,37.51601718
10364,load,100.2780414,25.60889141,unload,110.4891201,38.01908765
10365,load,119.3638272,41.20031494,unload,121.4677029,31.25742386
10366,load,114.5098497,37.06673118,unload,111.3149552,30.67834977
10367,load,114.3610457,34.79438197,unload,116.9478203,33.64639431
10368,load,107.0428607,27.72844005,unload,110.4542527,35.4679762
10369,load,110.4542527,35.4679762,unload,115.9492956,29.63386185
10370,load,119.5834642,39.9070662,unload,107.0364266,33.06829125
10371,load,114.2982025,30.58193038,unload,111.6721398,40.82992317
10372,load,112.6964718,36.75831427,unload,117.9658377,36.81592145
10373,load,129.6253588,44.53274667,unload,128.8648657,47.72975322
10374,load,104.6541889,34.99974378,unload,113.2985517,40.08311203
10375,load,116.7172015,39.51423016,unload,130.3638882,46.81701402
10376,load,114.5098497,37.06673118,unload,106.2262407,38.48521073
10377,load,117.958819,28.46469686,unload,103.7156984,27.34318152
10378,load,112.3686636,24.77428179,unload,112.6964718,36.75831427
10379,load,108.3419855,22.82535865,unload,114.4769042,36.07897039
10380,load,112.741772,38.41275095,unload,104.6541889,34.99974378
10381,load,103.8212157,36.05611241,unload,116.9478203,33.64639431
10382,load,119.1518775,36.71034857,unload,117.2004028,39.08080919
10383,load,107.0428607,27.72844005,unload,113.1031943,28.26772783
10384,load,108.3937832,30.79162185,unload,105.7169574,34.56884132
10385,load,113.1264112,23.0172855,unload,117.9658377,36.81592145
10386,load,106.2262407,38.48521073,unload,117.958819,28.46469686
10387,load,110.2001424,25.2220507,unload,112.4178074,34.64612258
10388,load,107.0428607,27.72844005,unload,119.3638272,41.20031494
10389,load,117.112548,36.69780214,unload,110.2001424,25.2220507
10390,load,110.4542527,35.4679762,unload,104.0777613,30.68036264
10391,load,122.3014719,43.61220644,unload,122.0601458,46.06131773
10392,load,126.5843932,45.77814066,unload,114.8689562,40.82680705
10393,load,122.3014719,43.61220644,unload,114.3610457,34.79438197
10394,load,126.5843932,45.77814066,unload,112.3686636,24.77428179
10395,load,115.9492956,29.63386185,unload,129.6253588,44.53274667
10396,load,111.1150855,38.46758627,unload,117.2004028,39.08080919
10397,load,105.9000798,36.97905266,unload,120.3818446,36.04723373
10398,load,128.8648657,47.72975322,unload,107.2505727,34.36920541
10399,load,111.5194921,36.07985794,unload,125.1842074,42.85210756
10400,load,111.6721398,40.82992317,unload,126.5294839,43.85026732
10401,load,114.2982025,30.58193038,unload,122.1279587,37.51601718
10402,load,114.505457,38.02968504,unload,126.5843932,45.77814066
10403,load,100.4607697,38.93082779,unload,103.8212157,36.05611241
10404,load,112.5408041,37.872297,unload,108.3419855,22.82535865
10405,load,112.741772,38.41275095,unload,110.2132926,22.63358317
10406,load,108.3937832,30.79162185,unload,110.2001424,25.2220507
10407,load,106.2262407,38.48521073,unload,122.3014719,43.61220644
10408,load,112.3686636,24.77428179,unload,110.4891201,38.01908765
10409,load,116.9478203,33.64639431,unload,104.0777613,30.68036264
10410,load,114.9175509,25.80912999,unload,116.7172015,39.51423016
10411,load,112.5408041,37.872297,unload,130.3638882,46.81701402
10412,load,108.3937832,30.79162185,unload,122.0601458,46.06131773
10413,load,110.2132926,22.63358317,unload,122.3014719,43.61220644
10414,load,103.8212157,36.05611241,unload,117.112548,36.69780214
10415,load,125.1842074,42.85210756,unload,108.3937832,30.79162185
10416,load,116.9478203,33.64639431,unload,121.1483777,41.07625459
10417,load,112.6964718,36.75831427,unload,113.1264112,23.0172855
10418,load,114.4769042,36.07897039,unload,112.6964718,36.75831427
10419,load,117.112548,36.69780214,unload,112.4178074,34.64612258
10420,load,104.6541889,34.99974378,unload,113.1264112,23.0172855
10421,load,108.9097751,34.34643312,unload,107.0364266,33.06829125
10422,load,117.958819,28.46469686,unload,117.9658377,36.81592145
10423,load,100.4607697,38.93082779,unload,119.3638272,41.20031494
10424,load,125.1842074,42.85210756,unload,110.2132926,22.63358317
10425,load,112.5276259,32.98104947,unload,118.7872801,32.0550539
10426,load,110.4542527,35.4679762,unload,106.557435,29.5675787
10427,load,113.1264112,23.0172855,unload,114.2982025,30.58193038
10428,load,122.0601458,46.06131773,unload,123.8938401,47.3261796
10429,load,117.9658377,36.81592145,unload,111.5194921,36.07985794
10430,load,116.7142094,23.32089057,unload,123.4545661,41.67370405
10431,load,121.4677029,31.25742386,unload,116.7142094,23.32089057
